sample_id,accession,study,bioproject_accession,biosample_accession,filename,filetype,path,data_type,total_reads,ntsm_score,production,title,design_description,generator_facility,generator_contact,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,basecaller_version,ccs_algorithm,cell_type,platform_unit_1,platform_unit_2,barcode,iso_library_id,iso_filename,pool,similarity,pbtrim_version,jasmine_version,lima_version,refine_version,check-flnc reads
HG00706,,SRP305758,PRJNA701308,,HG00706.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00706/raw_data/PacBio_Kinnex/HG00706.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,bam,18556044,0.144322,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00706.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_233953_s3,m84081_240714_053249_s2,bc03,HPRC_Kinnex_Pool_3,flnc-3.bam,HPRC_Kinnex_Pool3,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG00738,,SRP305758,PRJNA701308,,HG00738.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_Kinnex/HG00738.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,bam,12066735,0.177031,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG00738.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_233953_s3,m84081_240714_053249_s2,bc04,HPRC_Kinnex_Pool_3,flnc-4.bam,HPRC_Kinnex_Pool3,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01074,,SRP305758,PRJNA701308,,HG01074.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_Kinnex/HG01074.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,bam,11352094,0.177329,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01074.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240719_223349_s3,m84081_240720_003316_s4,bc11,HPRC_Kinnex_Pool_10,flnc-7.bam,HPRC_Kinnex_Pool10,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01081,,SRP305758,PRJNA701308,,HG01081.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01081/raw_data/PacBio_Kinnex/HG01081.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,bam,18138156,0.178306,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01081.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240719_223349_s3,m84081_240720_003316_s4,bc02,HPRC_Kinnex_Pool_10,flnc-2.bam,HPRC_Kinnex_Pool10,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01099,,SRP305758,PRJNA701308,,HG01099.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_Kinnex/HG01099.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,bam,13316490,0.172214,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01099.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_195907_s2,m84081_240715_215836_s1,bc03,HPRC_Kinnex_Pool_6,flnc-3.bam,HPRC_Kinnex_Pool6,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01150,,SRP305758,PRJNA701308,,HG01150.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01150/raw_data/PacBio_Kinnex/HG01150.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,bam,16993721,0.186822,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01150.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240721_062628_s1,m84081_240721_042704_s2,bc09,HPRC_Kinnex_Pool_11,flnc-5.bam,HPRC_Kinnex_Pool11,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01192,,SRP305758,PRJNA701308,,HG01192.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01192/raw_data/PacBio_Kinnex/HG01192.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,bam,15775380,0.165745,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01192.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240719_183458_s2,m84081_240719_203427_s1,bc07,HPRC_Kinnex_Pool_9,flnc-7.bam,HPRC_Kinnex_Pool9,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01252,,SRP305758,PRJNA701308,,HG01252.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_Kinnex/HG01252.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,bam,16171830,0.154644,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01252.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240721_062628_s1,m84081_240721_042704_s2,bc12,HPRC_Kinnex_Pool_11,flnc-8.bam,HPRC_Kinnex_Pool11,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01255,,SRP305758,PRJNA701308,,HG01255.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_Kinnex/HG01255.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,bam,15967591,0.162336,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01255.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_233953_s3,m84081_240714_053249_s2,bc05,HPRC_Kinnex_Pool_3,flnc-5.bam,HPRC_Kinnex_Pool3,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01258,,SRP305758,PRJNA701308,,HG01258.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_Kinnex/HG01258.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,bam,17467823,0.160436,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01258.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_194046_s2,m84081_240717_095021_s3,bc10,HPRC_Kinnex_Pool_1,flnc-6.bam,HPRC_Kinnex_Pool1,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01261,,SRP305758,PRJNA701308,,HG01261.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_Kinnex/HG01261.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,bam,16569458,0.172258,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01261.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_195907_s2,m84081_240715_215836_s1,bc04,HPRC_Kinnex_Pool_6,flnc-4.bam,HPRC_Kinnex_Pool6,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01346,,SRP305758,PRJNA701308,,HG01346.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_Kinnex/HG01346.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,bam,20299109,0.15328,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01346.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_233953_s3,m84081_240714_053249_s2,bc06,HPRC_Kinnex_Pool_3,flnc-6.bam,HPRC_Kinnex_Pool3,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01358,,SRP305758,PRJNA701308,,HG01358.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_Kinnex/HG01358.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,bam,15130112,0.159002,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01358.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_194046_s2,m84081_240717_095021_s3,bc11,HPRC_Kinnex_Pool_1,flnc-7.bam,HPRC_Kinnex_Pool1,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01361,,SRP305758,PRJNA701308,,HG01361.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_Kinnex/HG01361.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,bam,16959564,0.166086,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01361.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_194046_s2,m84081_240717_095021_s3,bc12,HPRC_Kinnex_Pool_1,flnc-8.bam,HPRC_Kinnex_Pool1,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01433,,SRP305758,PRJNA701308,,HG01433.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_Kinnex/HG01433.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,bam,19428777,0.155898,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01433.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_195907_s2,m84081_240715_215836_s1,bc05,HPRC_Kinnex_Pool_6,flnc-5.bam,HPRC_Kinnex_Pool6,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01496,,SRP305758,PRJNA701308,,HG01496.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_Kinnex/HG01496.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,bam,18989268,0.159418,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01496.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_195907_s2,m84081_240715_215836_s1,bc06,HPRC_Kinnex_Pool_6,flnc-6.bam,HPRC_Kinnex_Pool6,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01530,,SRP305758,PRJNA701308,,HG01530.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_Kinnex/HG01530.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2.flnc.bam,bam,18941197,0.164869,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01530.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240724_065335_s1,m84081_240724_045406_s2,bc11,HPRC_Kinnex_Pool_16,flnc-7.bam,HPRC_Kinnex_Pool16,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01784,,SRP305758,PRJNA701308,,HG01784.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01784/raw_data/PacBio_Kinnex/HG01784.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2.flnc.bam,bam,21049068,0.157203,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01784.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240724_065335_s1,m84081_240724_045406_s2,bc12,HPRC_Kinnex_Pool_16,flnc-8.bam,HPRC_Kinnex_Pool16,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01786,,SRP305758,PRJNA701308,,HG01786.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_Kinnex/HG01786.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,bam,16075474,0.165338,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01786.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240728_071012_s1,m84081_240728_051033_s2,bc11,HPRC_Kinnex_Pool_19,flnc-7.bam,HPRC_Kinnex_Pool19,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01884,,SRP305758,PRJNA701308,,HG01884.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_Kinnex/HG01884.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,bam,17230581,0.16478,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01884.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_195907_s2,m84081_240715_215836_s1,bc07,HPRC_Kinnex_Pool_6,flnc-7.bam,HPRC_Kinnex_Pool6,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01891,,SRP305758,PRJNA701308,,HG01891.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_Kinnex/HG01891.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam,bam,18896124,0.155427,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01891.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240712_194046_s2,m84081_240717_095021_s3,bc05,HPRC_Kinnex_Pool_1,flnc-1.bam,HPRC_Kinnex_Pool1,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01934,,SRP305758,PRJNA701308,,HG01934.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_Kinnex/HG01934.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,bam,19800834,0.155479,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01934.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_195907_s2,m84081_240715_215836_s1,bc08,HPRC_Kinnex_Pool_6,flnc-8.bam,HPRC_Kinnex_Pool6,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01940,,SRP305758,PRJNA701308,,HG01940.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_Kinnex/HG01940.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,bam,22363243,0.141536,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01940.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240721_062628_s1,m84081_240721_042704_s2,bc06,HPRC_Kinnex_Pool_11,flnc-2.bam,HPRC_Kinnex_Pool11,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01943,,SRP305758,PRJNA701308,,HG01943.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_Kinnex/HG01943.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,bam,19708108,0.153421,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01943.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_235807_s3,m84081_240716_015737_s4,bc09,HPRC_Kinnex_Pool_7,flnc-5.bam,HPRC_Kinnex_Pool7,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01960,,SRP305758,PRJNA701308,,HG01960.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01960/raw_data/PacBio_Kinnex/HG01960.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,bam,14552038,0.174559,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01960.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240719_183458_s2,m84081_240719_203427_s1,bc03,HPRC_Kinnex_Pool_9,flnc-3.bam,HPRC_Kinnex_Pool9,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01969,,SRP305758,PRJNA701308,,HG01969.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_Kinnex/HG01969.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,bam,12005365,0.167561,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01969.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240721_062628_s1,m84081_240721_042704_s2,bc10,HPRC_Kinnex_Pool_11,flnc-6.bam,HPRC_Kinnex_Pool11,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01975,,SRP305758,PRJNA701308,,HG01975.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_Kinnex/HG01975.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,bam,19380665,0.143189,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01975.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240719_183458_s2,m84081_240719_203427_s1,bc01,HPRC_Kinnex_Pool_9,flnc-1.bam,HPRC_Kinnex_Pool9,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01981,,SRP305758,PRJNA701308,,HG01981.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_Kinnex/HG01981.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,bam,21593908,0.166944,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01981.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_235807_s3,m84081_240716_015737_s4,bc10,HPRC_Kinnex_Pool_7,flnc-6.bam,HPRC_Kinnex_Pool7,1,1.0.0,2.2.0,2.9.0,4.1.1,True
HG01993,,SRP305758,PRJNA701308,,HG01993.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_Kinnex/HG01993.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam,bam,16580497,0.151037,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Washington University,iviolich@ucsc.edu,HG01993.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.0,lymph,m84081_240715_235807_s3,m84081_240716_015737_s4,bc11,HPRC_Kinnex_Pool_7,flnc-7.bam,HPRC_Kinnex_Pool7,1,1.0.0,2.2.0,2.9.0,4.1.1,True
