sample_id,accession,study,bioproject_accession,biosample_accession,filename,filetype,path,data_type,coverage,deepconsensus_coverage,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,production,design_description,notes,generator_facility,generator_contact,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,basecaller,basecaller_version,ccs_algorithm,lima_version,lima_float_version,primrose_version,primrose_filename,deepconsensus_filename,deepconsensus_path,mm_tag,mm_review,mm_remove,ML_tag,all_kinetics_flag,keep_kinetics_flag,hifi_kinetics_tag,PP_PRIMROSE,fi_tag,ri_tag,fp_tag,rp_tag
HG03470,SRR30151959,SRP305758,PRJNA701308,SAMN37797110,m64330e_220803_140136.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/primrose/m64330e_220803_140136.5mc.hifi_reads.bam,unaligned reads with 5mC,13.9,15.96,1697249.0,43068072066.0,43.07,25375.0,101.0,51631.0,21306.0,26421.0,32901.0,19567.0,23991.0,29824.0,,RU_Y3,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG03470_PB1_m64330e_220803_140136_m64330e_220803_140136,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,ccs,6.0.0,6.0.0,,,,,HG03470.m64330e_220803_140136.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03470/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03470.m64330e_220803_140136.dc.q20.fastq.gz,True,False,False,,,,,,,,,
HG03470,SRR30336727,SRP305758,PRJNA701308,SAMN37797110,m84091_230705_174256_s2.hifi_reads.bc1009.bam,bam,s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/m84091_230705_174256_s2.hifi_reads.bc1009.bam,unaligned reads with 5mC,11.1,,1399961.0,34295733741.0,34.3,24497.0,110.0,70709.0,20781.0,25534.0,31304.0,19169.0,23378.0,28738.0,0.58591,RU_Y3_topoff_redo,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG03470_PB1_m84091_230705_174256_s2.hifi_reads.bc1009.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG03470,SRR30336726,SRP305758,PRJNA701308,SAMN37797110,m84091_230705_184508_s4.hifi_reads.bc1009.bam,bam,s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/m84091_230705_184508_s4.hifi_reads.bc1009.bam,unaligned reads with 5mC,11.0,,1363854.0,34109597312.0,34.11,25009.0,217.0,68532.0,21189.0,26154.0,32139.0,19455.0,23857.0,29458.0,0.544276,RU_Y3_topoff_redo,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG03470_PB1_m84091_230705_184508_s4.hifi_reads.bc1009.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG03471,,SRP305758,PRJNA701308,SAMN17861669,m64043_200606_175618.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/wMods/m64043_200606_175618.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,13.6,15.69,2180113.0,42069979991.0,42.07,19297.0,41.0,53246.0,17199.0,19193.0,22153.0,16820.0,18592.0,21233.0,0.542717,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03471_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,8.0.0,,,1.4.0,,HG03471.m64043_200606_175618.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200606_175618.dc.q20.fastq.gz,True,False,False,True,False,True,True,False,True,True,True,True
HG03471,,SRP305758,PRJNA701308,SAMN17861669,m64043_200608_185843.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/wMods/m64043_200608_185843.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,13.2,15.18,2116113.0,40986743711.0,40.99,19368.0,44.0,53444.0,17263.0,19275.0,22234.0,16885.0,18674.0,21321.0,0.564001,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03471_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,8.0.0,,,1.4.0,,HG03471.m64043_200608_185843.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200608_185843.dc.q20.fastq.gz,True,False,False,True,False,True,True,False,True,True,True,True
HG03471,,SRP305758,PRJNA701308,SAMN17861669,m64043_200610_011156.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/wMods/m64043_200610_011156.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,13.3,15.29,2128059.0,41301382852.0,41.3,19408.0,43.0,50470.0,17291.0,19317.0,22290.0,16909.0,18707.0,21370.0,0.552795,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03471_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,8.0.0,,,1.4.0,,HG03471.m64043_200610_011156.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200610_011156.dc.q20.fastq.gz,True,False,False,True,False,True,True,False,True,True,True,True
HG03471,,SRP305758,PRJNA701308,SAMN17861669,m64043_200611_073649.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/wMods/m64043_200611_073649.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,12.5,14.61,2002811.0,38793979910.0,38.79,19369.0,41.0,49241.0,17262.0,19270.0,22240.0,16881.0,18669.0,21317.0,0.571571,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03471_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,8.0.0,,,1.4.0,,HG03471.m64043_200611_073649.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200611_073649.dc.q20.fastq.gz,True,False,False,True,False,True,True,False,True,True,True,True
HG03486,,SRP305758,PRJNA701308,SAMN08723473,m64043_200424_162541.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC_PLUS/HG03486/raw_data/PacBio_HiFi/wMods/m64043_200424_162541.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,10.4,,1667875.0,32203933685.0,32.2,19308.0,42.0,50614.0,17232.0,18893.0,21688.0,16956.0,18422.0,20716.0,0.583327,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03486_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,PacBio Sequel II,,,,,8.0.0.80529,,,1.4.0,,,,True,,,True,False,True,True,False,True,True,True,True
HG03486,,SRP305758,PRJNA701308,SAMN08723473,m64043_200425_223840.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC_PLUS/HG03486/raw_data/PacBio_HiFi/wMods/m64043_200425_223840.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,10.6,,1712345.0,32757162758.0,32.76,19130.0,43.0,50502.0,17127.0,18717.0,21352.0,16866.0,18278.0,20456.0,0.582151,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03486_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,PacBio Sequel II,,,,,8.0.0.80529,,,1.4.0,,,,True,,,True,False,True,True,False,True,True,True,True
HG03486,,SRP305758,PRJNA701308,SAMN08723473,m64043_200428_155222.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC_PLUS/HG03486/raw_data/PacBio_HiFi/wMods/m64043_200428_155222.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,10.5,,1721738.0,32666496509.0,32.67,18972.0,40.0,50168.0,17041.0,18574.0,21070.0,16792.0,18162.0,20248.0,0.584411,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03486_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,PacBio Sequel II,,,,,8.0.0.80529,,,1.4.0,,,,True,,,True,False,True,True,False,True,True,True,True
HG03486,,SRP305758,PRJNA701308,SAMN08723473,m64043_200429_220517.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC_PLUS/HG03486/raw_data/PacBio_HiFi/wMods/m64043_200429_220517.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,9.7,,1547471.0,30057993479.0,30.06,19423.0,42.0,50289.0,17292.0,19004.0,21950.0,17003.0,18506.0,20899.0,0.597744,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03486_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,PacBio Sequel II,,,,,8.0.0.80529,,,1.4.0,,,,True,,,True,False,True,True,False,True,True,True,True
HG03516,,SRP305758,PRJNA701308,SAMN17861241,m54329U_200610_234222.ccs_v6.0.0.pm_v1.4.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/wMods/m54329U_200610_234222.ccs_v6.0.0.pm_v1.4.0.pm_v1.4.0.bam,unaligned reads with 5mC,11.1,13.07,1851043.0,34495388055.0,34.5,18635.0,47.0,50487.0,16841.0,18553.0,20807.0,16502.0,18101.0,20146.0,0.573544,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,University of Washington,kmiyamot@uw.edu,HG03516_HiFiEx_mix,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,ccs,4.0.0,6.0.0,,,1.4.0,,HG03516.m54329U_200610_234222.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200610_234222.dc.q20.fastq.gz,True,False,False,True,False,True,True,False,True,True,True,True
HG03516,,SRP305758,PRJNA701308,SAMN17861241,m54329U_200612_200443.ccs_v6.0.0.pm_v1.4.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/wMods/m54329U_200612_200443.ccs_v6.0.0.pm_v1.4.0.pm_v1.4.0.bam,unaligned reads with 5mC,11.0,12.82,1808377.0,34046073238.0,34.05,18826.0,83.0,50714.0,16982.0,18726.0,21036.0,16637.0,18262.0,20350.0,0.595388,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,University of Washington,kmiyamot@uw.edu,HG03516_HiFiEx_mix,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,ccs,4.0.0,6.0.0,,,1.4.0,,HG03516.m54329U_200612_200443.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200612_200443.dc.q20.fastq.gz,True,False,False,True,False,True,True,False,True,True,True,True
HG03516,,SRP305758,PRJNA701308,SAMN17861241,m54329U_200614_021746.ccs_v6.0.0.pm_v1.4.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/wMods/m54329U_200614_021746.ccs_v6.0.0.pm_v1.4.0.pm_v1.4.0.bam,unaligned reads with 5mC,7.0,8.45,1132828.0,21731196319.0,21.73,19183.0,84.0,50502.0,17254.0,19083.0,21514.0,16886.0,18589.0,20775.0,0.611746,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,University of Washington,kmiyamot@uw.edu,HG03516_HiFiEx_mix,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,ccs,4.0.0,6.0.0,,,1.4.0,,HG03516.m54329U_200614_021746.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200614_021746.dc.q20.fastq.gz,True,False,False,True,False,True,True,False,True,True,True,True
HG03516,,SRP305758,PRJNA701308,SAMN17861241,m54329U_200615_084313.ccs_v6.0.0.pm_v1.4.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/wMods/m54329U_200615_084313.ccs_v6.0.0.pm_v1.4.0.pm_v1.4.0.bam,unaligned reads with 5mC,8.1,10.1,1348717.0,25165157796.0,25.17,18658.0,83.0,50169.0,16886.0,18589.0,20809.0,16554.0,18146.0,20171.0,0.600825,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,University of Washington,kmiyamot@uw.edu,HG03516_HiFiEx_mix,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,ccs,4.0.0,6.0.0,,,1.4.0,,HG03516.m54329U_200615_084313.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200615_084313.dc.q20.fastq.gz,True,False,False,True,False,True,True,False,True,True,True,True
HG03516,,SRP305758,PRJNA701308,SAMN17861234,m84046_231202_110908_s4.hifi_reads.bc2056.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/wMods/m84046_231202_110908_s4.hifi_reads.bc2056.pm_v1.4.0.bam,unaligned reads with 5mC,22.5,,3833995.0,69896055959.0,69.9,18230.0,72.0,68453.0,15849.0,18248.0,21503.0,15348.0,17425.0,20374.0,0.547524,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,University of Washington,kmiyamot@uw.edu,HG01358.HFSS2_m84046_231202_110908_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,8.0.0,8.0.0,2.9.0,2.09,1.4.0,,,,True,True,False,True,False,True,False,False,True,True,True,True
HG03521,SRR29483259,SRP305758,PRJNA701308,SAMN41021651,m84046_230715_060901_s1.hifi_reads.bc2084.bam,bam,s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_060901_s1.hifi_reads.bc2084.bam,unaligned reads with 5mC,16.9,,2536343.0,52350380501.0,52.35,20640.0,66.0,58005.0,18408.0,20518.0,23530.0,18025.0,19908.0,22635.0,0.555924,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,HiFi sequencing of 20kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,PG03521.HFSS2_m84046_230715_060901_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG03521,SRR29483257,SRP305758,PRJNA701308,SAMN41021651,m84046_230715_064007_s2.hifi_reads.bc2084.bam,bam,s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_064007_s2.hifi_reads.bc2084.bam,unaligned reads with 5mC,18.1,,2696081.0,56036523269.0,56.04,20784.0,61.0,57192.0,18499.0,20676.0,23771.0,18099.0,20036.0,22840.0,0.56677,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,HiFi sequencing of 20kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,PG03521.HFSS2_m84046_230715_064007_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG03521,SRR29483260,SRP305758,PRJNA701308,SAMN41021651,m84046_230718_230843_s2.hifi_reads.bc2084.bam,bam,s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230718_230843_s2.hifi_reads.bc2084.bam,unaligned reads with 5mC,32.3,,4850185.0,100261536810.0,100.26,20671.0,96.0,63166.0,18419.0,20551.0,23601.0,18030.0,19928.0,22685.0,0.537551,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,HiFi sequencing of 20kb fractionated gDNA,,University of Washington,kmiyamot@uw.edu,PG03521.HFSS2_m84046_230718_230843_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG03540,,SRP305758,PRJNA701308,SAMN17861670,m64043_200521_171703.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/wMods/m64043_200521_171703.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,13.2,15.01,1974219.0,41004203437.0,41.0,20769.0,81.0,50338.0,18649.0,20509.0,23278.0,18334.0,20005.0,22455.0,0.563011,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03540_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG03540.m64043_200521_171703.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200521_171703.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG03540,,SRP305758,PRJNA701308,SAMN17861670,m64043_200522_232930.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/wMods/m64043_200522_232930.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,12.8,14.59,1917632.0,39783511778.0,39.78,20746.0,56.0,49888.0,18632.0,20481.0,23248.0,18326.0,19981.0,22428.0,0.58889,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03540_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG03540.m64043_200522_232930.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200522_232930.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG03540,,SRP305758,PRJNA701308,SAMN17861670,m64043_200524_055430.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/wMods/m64043_200524_055430.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,13.0,14.66,1933130.0,40286148947.0,40.29,20839.0,74.0,50041.0,18692.0,20578.0,23392.0,18375.0,20063.0,22551.0,0.588835,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03540_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG03540.m64043_200524_055430.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200524_055430.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG03540,,SRP305758,PRJNA701308,SAMN17861670,m64043_200525_121851.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/wMods/m64043_200525_121851.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,12.6,14.27,1859895.0,39052567241.0,39.05,20997.0,84.0,50427.0,18809.0,20755.0,23631.0,18476.0,20220.0,22771.0,0.594446,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03540_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG03540.m64043_200525_121851.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200525_121851.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG03579,,SRP305758,PRJNA701308,SAMN17861671,m64043_200515_165406.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/wMods/m64043_200515_165406.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,11.2,12.94,1775663.0,34810705252.0,34.81,19604.0,86.0,49469.0,17616.0,19479.0,22112.0,17253.0,18963.0,21297.0,0.602519,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03579_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG03579.m64043_200515_165406.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03579/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03579.m64043_200515_165406.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG03579,,SRP305758,PRJNA701308,SAMN17861671,m64043_200516_230634.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/wMods/m64043_200516_230634.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,13.1,14.54,2059061.0,40595132374.0,40.6,19715.0,52.0,50469.0,17674.0,19559.0,22274.0,17305.0,19030.0,21414.0,0.569971,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG03579_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG03579.m64043_200516_230634.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03579/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03579.m64043_200516_230634.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
