sample_id,accession,study,bioproject_accession,biosample_accession,filename,filetype,path,data_type,coverage,total_bp,total_Gbp,ntsm_score,production,title,design_description,generator_facility,generator_contact,library_ID,library_strategy,library_source,library_selection,library_layout,shear_method,platform,instrument_model,assembly
HG01433,,SRP305758,PRJNA701308,SAMN26237496,HG01433-2_FC3_S50_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01433/raw_data/hic/HG01433-2_FC3_S50_L003_R1_001.fastq.gz,unaligned reads,4.81,14904141977,14.9,0.505474,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG01433,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01433-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03654,,SRP305758,PRJNA701308,SAMN26237511,HG03654-1_FC2_S65_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-1_FC2_S65_L004_R1_001.fastq.gz,unaligned reads,7.04,21837594330,21.84,0.505723,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG03654,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03654-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03710,,SRP305758,PRJNA701308,SAMN26237513,HG03710-2_FC1_S69_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-2_FC1_S69_L004_R2_001.fastq.gz,unaligned reads,3.55,10989545799,10.99,0.505733,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG03710,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03710-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02083,,SRP305758,PRJNA701308,SAMN26237504,HG02083-1_FC3_S74_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02083/raw_data/hic/HG02083-1_FC3_S74_L004_R1_001.fastq.gz,unaligned reads,7.83,24262594383,24.26,0.506492,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG02083,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02083-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00329,,SRP305758,PRJNA701308,SAMN41021646,HG00329-2_FC3_S40_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00329/raw_data/hic/HG00329-2_FC3_S40_L002_R1_001.fastq.gz,unaligned reads,7.6,23564168345,23.56,0.507969,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG00329,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00329-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01192,,SRP305758,PRJNA701308,SAMN33621945,HG01192-1_FC4_S80_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01192/raw_data/hic/HG01192-1_FC4_S80_L004_R1_001.fastq.gz,unaligned reads,9.17,28431088756,28.43,0.508341,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG01192,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01192-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20762,,SRP305758,PRJNA701308,SAMN41021652,NA20762-2_FC3_S28_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20762/raw_data/hic/NA20762-2_FC3_S28_L002_R2_001.fastq.gz,unaligned reads,4.01,12417695343,12.42,0.508522,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA20762,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20762-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03688,,SRP305758,PRJNA701308,SAMN26267385,HG03688-1_FC1_S67_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03688/raw_data/hic/HG03688-1_FC1_S67_L004_R2_001.fastq.gz,unaligned reads,4.11,12739050674,12.74,0.508627,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG03688,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03688-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20762,,SRP305758,PRJNA701308,SAMN41021652,NA20762-2_FC2_S28_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20762/raw_data/hic/NA20762-2_FC2_S28_L002_R1_001.fastq.gz,unaligned reads,4.08,12646890089,12.65,0.508809,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA20762,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20762-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01192,,SRP305758,PRJNA701308,SAMN33621945,HG01192-2_FC2_S82_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01192/raw_data/hic/HG01192-2_FC2_S82_L004_R1_001.fastq.gz,unaligned reads,9.48,29386093843,29.39,0.509077,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG01192,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01192-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00235,,SRP305758,PRJNA701308,SAMN41021667,HG00235-2_FC4_S36_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-2_FC4_S36_L002_R1_001.fastq.gz,unaligned reads,4.45,13798092043,13.8,0.509707,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG00235,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00235-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA18879,,SRP305758,PRJNA701308,SAMN41021661,NA18879-2_FC3_S15_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA18879/raw_data/hic/NA18879-2_FC3_S15_L001_R1_001.fastq.gz,unaligned reads,4.96,15362193078,15.36,0.509787,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA18879,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA18879-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02027,,SRP305758,PRJNA701308,SAMN26237503,HG02027-2_FC1_S76_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02027/raw_data/hic/HG02027-2_FC1_S76_L004_R1_001.fastq.gz,unaligned reads,7.41,22956862804,22.96,0.509861,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG02027,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02027-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01167,,SRP305758,PRJNA701308,SAMN41021679,HG01167-2_FC3_S20_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01167/raw_data/hic/HG01167-2_FC3_S20_L001_R1_001.fastq.gz,unaligned reads,3.62,11216191212,11.22,0.510776,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG01167,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01167-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01192,,SRP305758,PRJNA701308,SAMN33621945,HG01192-1_FC3_S80_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01192/raw_data/hic/HG01192-1_FC3_S80_L004_R1_001.fastq.gz,unaligned reads,9.4,29133982431,29.13,0.511506,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG01192,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01192-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00253,,SRP305758,PRJNA701308,SAMN41021666,HG00253-1_FC1_S33_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-1_FC1_S33_L002_R2_001.fastq.gz,unaligned reads,3.95,12237846491,12.24,0.511652,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG00253,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00253-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00344,,SRP305758,PRJNA701308,SAMN41021653,HG00344-1_FC4_S29_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00344/raw_data/hic/HG00344-1_FC4_S29_L002_R2_001.fastq.gz,unaligned reads,3.85,11941924090,11.94,0.512057,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG00344,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00344-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01433,,SRP305758,PRJNA701308,SAMN26237496,HG01433-2_FC2_S50_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01433/raw_data/hic/HG01433-2_FC2_S50_L003_R1_001.fastq.gz,unaligned reads,5.74,17790347974,17.79,0.512184,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG01433,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01433-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00344,,SRP305758,PRJNA701308,SAMN41021653,HG00344-1_FC3_S29_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00344/raw_data/hic/HG00344-1_FC3_S29_L002_R2_001.fastq.gz,unaligned reads,3.82,11829641094,11.83,0.512202,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG00344,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00344-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03521,,SRP305758,PRJNA701308,SAMN41021651,HG03521-1_FC2_S25_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03521/raw_data/hic/HG03521-1_FC2_S25_L002_R2_001.fastq.gz,unaligned reads,4.06,12594179915,12.59,0.512247,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG03521,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03521-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20809,,SRP305758,PRJNA701308,SAMN41021671,NA20809-2_FC4_S18_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20809/raw_data/hic/NA20809-2_FC4_S18_L001_R1_001.fastq.gz,unaligned reads,4.62,14318896630,14.32,0.512581,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA20809,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20809-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00253,,SRP305758,PRJNA701308,SAMN41021666,HG00253-2_FC3_S34_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-2_FC3_S34_L002_R1_001.fastq.gz,unaligned reads,3.86,11965285904,11.97,0.513193,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG00253,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00253-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03688,,SRP305758,PRJNA701308,SAMN26267385,HG03688-1_FC2_S67_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03688/raw_data/hic/HG03688-1_FC2_S67_L004_R1_001.fastq.gz,unaligned reads,4.99,15465267490,15.47,0.513846,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG03688,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03688-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA18879,,SRP305758,PRJNA701308,SAMN41021661,NA18879-2_FC4_S15_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA18879/raw_data/hic/NA18879-2_FC4_S15_L001_R1_001.fastq.gz,unaligned reads,4.97,15403490672,15.4,0.513987,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA18879,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA18879-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02027,,SRP305758,PRJNA701308,SAMN26237503,HG02027-1_FC3_S73_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02027/raw_data/hic/HG02027-1_FC3_S73_L004_R1_001.fastq.gz,unaligned reads,8.32,25803214163,25.8,0.514501,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG02027,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02027-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01192,,SRP305758,PRJNA701308,SAMN33621945,HG01192-2_FC1_S82_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01192/raw_data/hic/HG01192-2_FC1_S82_L004_R1_001.fastq.gz,unaligned reads,8.65,26829076302,26.83,0.514754,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG01192,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01192-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20827,,SRP305758,PRJNA701308,SAMN41021650,NA20827-1_FC4_S23_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20827/raw_data/hic/NA20827-1_FC4_S23_L002_R1_001.fastq.gz,unaligned reads,3.67,11374078624,11.37,0.514829,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA20827,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20827-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20762,,SRP305758,PRJNA701308,SAMN41021652,NA20762-2_FC4_S28_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20762/raw_data/hic/NA20762-2_FC4_S28_L002_R1_001.fastq.gz,unaligned reads,4.0,12404361137,12.4,0.515088,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA20762,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20762-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03654,,SRP305758,PRJNA701308,SAMN26237511,HG03654-2_FC3_S68_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-2_FC3_S68_L004_R2_001.fastq.gz,unaligned reads,4.53,14042983692,14.04,0.515431,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG03654,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03654-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA21102,,SRP305758,PRJNA701308,SAMN41021672,NA21102-1_FC1_S11_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA21102/raw_data/hic/NA21102-1_FC1_S11_L001_R1_001.fastq.gz,unaligned reads,3.99,12356960123,12.36,0.515629,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA21102,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA21102-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20827,,SRP305758,PRJNA701308,SAMN41021650,NA20827-1_FC2_S23_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20827/raw_data/hic/NA20827-1_FC2_S23_L002_R2_001.fastq.gz,unaligned reads,3.72,11540263033,11.54,0.516085,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA20827,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20827-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00253,,SRP305758,PRJNA701308,SAMN41021666,HG00253-2_FC2_S34_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-2_FC2_S34_L002_R1_001.fastq.gz,unaligned reads,4.16,12880891316,12.88,0.516465,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG00253,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00253-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02027,,SRP305758,PRJNA701308,SAMN26237503,HG02027-2_FC3_S76_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02027/raw_data/hic/HG02027-2_FC3_S76_L004_R1_001.fastq.gz,unaligned reads,7.39,22917040178,22.92,0.516535,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG02027,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02027-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG01192,,SRP305758,PRJNA701308,SAMN33621945,HG01192-1_FC2_S80_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG01192/raw_data/hic/HG01192-1_FC2_S80_L004_R1_001.fastq.gz,unaligned reads,10.44,32360188182,32.36,0.51665,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG01192,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG01192-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20762,,SRP305758,PRJNA701308,SAMN41021652,NA20762-1_FC3_S27_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20762/raw_data/hic/NA20762-1_FC3_S27_L002_R1_001.fastq.gz,unaligned reads,4.38,13575716457,13.58,0.516789,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA20762,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20762-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03710,,SRP305758,PRJNA701308,SAMN26237513,HG03710-1_FC3_S66_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-1_FC3_S66_L004_R1_001.fastq.gz,unaligned reads,4.77,14778451087,14.78,0.517403,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG03710,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03710-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02523,,SRP305758,PRJNA701308,SAMN26237506,HG02523-2_FC1_S78_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02523/raw_data/hic/HG02523-2_FC1_S78_L004_R1_001.fastq.gz,unaligned reads,3.81,11819474868,11.82,0.518085,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG02523,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02523-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02523,,SRP305758,PRJNA701308,SAMN26237506,HG02523-2_FC2_S78_L004_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02523/raw_data/hic/HG02523-2_FC2_S78_L004_R2_001.fastq.gz,unaligned reads,4.09,12674266993,12.67,0.518144,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG02523,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02523-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03369,,SRP305758,PRJNA701308,SAMN41021668,HG03369-2_FC2_S38_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03369/raw_data/hic/HG03369-2_FC2_S38_L002_R1_001.fastq.gz,unaligned reads,4.77,14782389922,14.78,0.518667,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG03369,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03369-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00253,,SRP305758,PRJNA701308,SAMN41021666,HG00253-2_FC1_S34_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-2_FC1_S34_L002_R2_001.fastq.gz,unaligned reads,3.72,11545228517,11.55,0.518697,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG00253,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00253-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA21102,,SRP305758,PRJNA701308,SAMN41021672,NA21102-2_FC3_S19_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA21102/raw_data/hic/NA21102-2_FC3_S19_L001_R1_001.fastq.gz,unaligned reads,3.89,12058097903,12.06,0.519444,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA21102,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA21102-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03369,,SRP305758,PRJNA701308,SAMN41021668,HG03369-2_FC3_S38_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03369/raw_data/hic/HG03369-2_FC3_S38_L002_R2_001.fastq.gz,unaligned reads,4.83,14960746290,14.96,0.519519,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG03369,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03369-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00350,,SRP305758,PRJNA701308,SAMN41021654,HG00350-1_FC4_S31_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00350/raw_data/hic/HG00350-1_FC4_S31_L002_R2_001.fastq.gz,unaligned reads,3.6,11168865396,11.17,0.520154,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG00350,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00350-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00253,,SRP305758,PRJNA701308,SAMN41021666,HG00253-1_FC2_S33_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-1_FC2_S33_L002_R1_001.fastq.gz,unaligned reads,4.32,13377172295,13.38,0.52052,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG00253,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00253-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02027,,SRP305758,PRJNA701308,SAMN26237503,HG02027-2_FC4_S76_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02027/raw_data/hic/HG02027-2_FC4_S76_L004_R1_001.fastq.gz,unaligned reads,7.24,22456480816,22.46,0.522078,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG02027,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02027-2,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
NA20827,,SRP305758,PRJNA701308,SAMN41021650,NA20827-1_FC3_S23_L002_R2_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/NA20827/raw_data/hic/NA20827-1_FC3_S23_L002_R2_001.fastq.gz,unaligned reads,3.68,11404499990,11.4,0.523134,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of NA20827,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,NA20827-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG00253,,SRP305758,PRJNA701308,SAMN41021666,HG00253-1_FC1_S33_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-1_FC1_S33_L002_R1_001.fastq.gz,unaligned reads,3.95,12237846491,12.24,0.523152,HIC_Y3_Y4_part2,Illumina Sequencing of Omni-C Libraries of HG00253,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG00253-1,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
